"BIOID","Account_Handle","Account_Type"
"11107607","AgnesCarel76","GOVTWIT"
"11107705","P_Lemoine","PTWIT"
"11109210","guichard_claire","PTWIT"
"11199901","cjweissberg","PTWIT"
"1800102","ThomasIglesis","PTWIT"
"1800103","CDAnimaux","PTWIT"
"1500104","ben01320","PTWIT"
"1000201","JLouppernelle","OTWIT_TYPE_2"
"1000202","zanditenas","PTWIT"
"4000202","BecourtCorinne","PTWIT"
"4000202","CorinneBecourt","OTWIT_TYPE_4"
"1800301","MarionSennepin","PTWIT"
"1000302","bernardlebel2","OTWIT_TYPE_2"
"1700401","giacomino_r","PTWIT"
"1700401","RGiacomino2022","OTWIT_TYPE_2"
"1700401","DLF04Officiel","OTWIT2"
"2500401","sylvielyons","PTWIT"
"1000601","FlorentImbert06","OTWIT_TYPE_2"
"1800601","loic_lalande","OTWIT_TYPE_2"
"3600602","AlexandreGaiffe","PTWIT"
"1000603","EstelleJaquet","OTWIT_TYPE_2"
"1500603","boymottard","PTWIT"
"1800603","KayneMercier","PTWIT"
"1800604","david_bieder","OTWIT_TYPE_2"
"1700605","TDelhez","OTWIT_TYPE_2"
"1800606","EsodGuillaume","PTWIT"
"1800608","ChantalFontane1","OTWIT_TYPE_2"
"1800701","Boris_TZAPRENKO","PTWIT"
"1800703","TeilletAudrey","PTWIT"
"1000803","LaureAugierLO","OTWIT_TYPE_2"
"1800902","Quentin_Charoy","OTWIT_TYPE_2"
"3501002","RigletSebastien","OTWIT_TYPE_2"
"3501003","frevilledid2022","OTWIT_TYPE_2"
"1701101","GilbertBiasoli","PTWIT"
"1801101","DandeuP","PTWIT"
"1701201","JeanArmet","PTWIT"
"1506702","vincithibaut","PTWIT"
"1706706","BastienMacia","PTWIT"
"1801311","romainhadjali","PTWIT"
"1701312","DelespaulHerve","PTWIT"
"1801313","Mainville3Marie","PTWIT"
"1801314","valerymichon","PTWIT"
"1701315","charin_simone","PTWIT"
"1701315","monette130144","OTWIT_TYPE_4"
"1801315","SandrineKlein13","PTWIT"
"1001316","GuyDubost1","PTWIT"
"1801316","cesari92","PTWIT"
"1801302","FloDenneval","OTWIT_TYPE_2"
"1801304","MathildeH117","PTWIT"
"3501304","miloudboualem","PTWIT"
"1001305","NathMalh","OTWIT_TYPE_2"
"1801306","AColletteCortez","OTWIT_TYPE_2"
"1001308","remy_bazzali","OTWIT_TYPE_2"
"1801308","EscapeFromVic","PTWIT"
"1001309","FotchakovskyL","PTWIT"
"2501309","rebia_benarioua","PTWIT"
"3501402","cronierv","PTWIT"
"1001403","Mi_Langevin","OTWIT_TYPE_2"
"1701403","SteveIlMafiodo","PTWIT"
"1001405","IsabellePeltre","OTWIT_TYPE_2"
"1701405","boissanne","PTWIT"
"2501405","XBrunschvicg","PTWIT"
"1701406","MickaelGuettier","PTWIT"
"1801406","battailb","PTWIT"
"1001502","CheikhiMona","OTWIT_TYPE_2"
"1701603","dlf_charente","OTWIT_TYPE_3"
"3901603","AlexandreRaguet","PTWIT"
"1001701","ancolinTwit","OTWIT_TYPE_2"
"1001701","AntoineColin_LO","OTWIT2"
"1801701","ysatine17","OTWIT_TYPE_2"
"1801702","AdrienLarcherPA","PTWIT"
"2401702","ForniliMarie","PTWIT"
"3501703","DietzPierre","PTWIT"
"3501703","pierre_dietz","OTWIT_TYPE_2"
"1001704","ValerieBarraudl","OTWIT_TYPE_2"
"1801704","Sebcrochet","PTWIT"
"1501705","grochmarieno","PTWIT"
"1001801","sylvie_cerveau","OTWIT_TYPE_2"
"1801802","emma_dby","OTWIT_TYPE_2"
"1701803","DLF18cher","OTWIT_TYPE_3"
"1801902","CelineSauviniat","PTWIT"
"2402001","AnissaFlore","PTWIT"
"2502001","ange_susini","PTWIT"
"2402002","PAMuselli","PTWIT"
"2502002","GhislaineSalmat","PTWIT"
"3302101","FRANCKAYACHE","PTWIT"
"1802201","sergentonnatha2","PTWIT"
"1802201","sergentonnatha1","OTWIT_TYPE_4"
"1002202","L_Herblin","OTWIT_TYPE_2"
"1802202","RDrouillet2022","OTWIT_TYPE_2"
"1702203","LefevreMarieth1","PTWIT"
"1802203","florenceni","PTWIT"
"1002204","LironcourtS","OTWIT_TYPE_2"
"1702205","Erwann_DLF","PTWIT"
"1007902","RGorizzutti","PTWIT"
"1802402","CedricUlian","OTWIT_TYPE_2"
"1802403","CelineLaval3","PTWIT"
"1502501","inez_sali","PTWIT"
"1502501","2022Salima","OTWIT_TYPE_2"
"1002502","BrigitteVuitton","PTWIT"
"1702503","domahe_mah","PTWIT"
"1002601","Adele_Kpf_lo","OTWIT_TYPE_2"
"3502601","brunocasari26","PTWIT"
"3502601","CasariBruno1","OTWIT_TYPE_2"
"1702602","ArnaudAlzatLaly","PTWIT"
"3502602","salimbouziane5","PTWIT"
"1002603","Charly_Champ_LO","OTWIT_TYPE_2"
"1809101","EtoiledeScauchy","PTWIT"
"1809110","claudy_cc37","OTWIT_TYPE_4"
"3609110","pharmaciecamus","OTWIT_TYPE_2"
"1009102","MPhanHieu","OTWIT_TYPE_2"
"1809102","PascalL1791","OTWIT_TYPE_4"
"1009106","bvayssiere91","OTWIT_TYPE_2"
"3619106","Franck_Chen_","PTWIT"
"1009109","BGrisaud","OTWIT_TYPE_2"
"1709109","LionelMa94","PTWIT"
"1802701","CathHelayel","PTWIT"
"1002702","MelaniePeyraud","OTWIT_TYPE_2"
"1802702","PartiThomas","OTWIT_TYPE_2"
"1802703","AnnaickWayolle","PTWIT"
"1702704","DMaurepas","PTWIT"
"1702705","KToquard","PTWIT"
"1802705","MartineRABIER1","PTWIT"
"1802705","MartineRabier","OTWIT_TYPE_4"
"1802801","MazaheriPierre","PTWIT"
"1802801","PierreMazaheri","OTWIT_TYPE_4"
"1002802","Adrien_DENIS_LO","OTWIT_TYPE_2"
"1702802","e_luzeau","PTWIT"
"1002803","V_Chevrollier","PTWIT"
"1702803","d_Bouticourt","PTWIT"
"1002804","Brothers_Girl","OTWIT_TYPE_2"
"1502902","FortunPELLICANO","PTWIT"
"3512902","MCABON","PTWIT"
"1702903","GUEGUEN25081963","PTWIT"
"1802906","bfehringer29","PTWIT"
"1802906","FehringerBerna1","OTWIT_TYPE_2"
"1802907","Abbasdjo","OTWIT_TYPE_2"
"1002908","AnnieMorel10","PTWIT"
"1702908","Mcfinistere22","PTWIT"
"1802908","laurentdran","PTWIT"
"1899903","lepeltierthomas","PTWIT"
"4199903","AssamahouL","OTWIT_TYPE_2"
"1599905","deSousaTeixeir4","PTWIT"
"1899906","JeromeDumarty","PTWIT"
"1899906","DumartyJerome","OTWIT_TYPE_2"
"1899906","JijiandO","OTWIT2"
"1899907","Jerome_Segal","PTWIT"
"1599908","serbatm","PTWIT"
"2199909","AhmedEddarraz","PTWIT"
"3599909","SowSagna","PTWIT"
"3599929","d_azoulay","PTWIT"
"3599949","SamiraHerbal","PTWIT"
"3599959","Rkaaout","PTWIT"
"1503003","M_Novaretti","PTWIT"
"1503003","MoniqueNovaret3","OTWIT_TYPE_4"
"1503003","Novaret1Monique","OTWIT2"
"1503003","NovarettiM","OTWIT3"
"1803004","StephBienkowski","PTWIT"
"1003006","aicha_terbeche","OTWIT_TYPE_2"
"1803301","esthe_rfd","PTWIT"
"2103301","LoustaunauX","PTWIT"
"1503311","NouryBastien","PTWIT"
"1803312","veroniquesilver","PTWIT"
"1803303","thierry_vay","OTWIT_TYPE_2"
"2103305","BenoitSimian","GOVTWIT"
"1003306","Gperchet33","OTWIT_TYPE_2"
"1803306","SPlouvier33","PTWIT"
"1803306","StphaniePlouvi1","OTWIT_TYPE_4"
"3797101","CiviliseC","PTWIT"
"3797102","CouvinPauline","OTWIT_TYPE_4"
"1797302","JennyBUNCH12","OTWIT_TYPE_2"
"2597302","WenderKaram","PTWIT"
"2597302","wenderkaram973","OTWIT_TYPE_4"
"1812001","StaelensMichel","PTWIT"
"1012002","VRongione","PTWIT"
"1012002","RongioneV","OTWIT2"
"3503101","jacques_rocca","OTWIT_TYPE_2"
"2103110","RedaZITOUNI6","PTWIT"
"2103110","zitouni2022","OTWIT_TYPE_2"
"2103110","jrzitouni2022","OTWIT2"
"1003102","Clotildebarthe1","PTWIT"
"1003102","Barthelemy_clo","OTWIT2"
"1003103","AdradaMalena","OTWIT_TYPE_2"
"1503103","murpatrice","PTWIT"
"1803104","Raimon_Sabater","PTWIT"
"1803105","petit_jovelo","PTWIT"
"4003106","Ch_Helman","PTWIT"
"4003106","ChHelman2022","OTWIT_TYPE_2"
"1003107","HerveBergnes","OTWIT_TYPE_2"
"1003108","marine_giraud22","PTWIT"
"1005201","DemaySylvain","OTWIT_TYPE_2"
"1005202","Justin52lo","PTWIT"
"1000502","Boris_Guignard","OTWIT_TYPE_2"
"1800502","YannPassereau","PTWIT"
"1707001","KempsHouver","PTWIT"
"1807002","rochon_sophie","PTWIT"
"1007401","mattei_jacques","PTWIT"
"1807402","Jeanpaulanimal","PTWIT"
"1807403","JaccazJoseph","PTWIT"
"1807405","zodrey1975","PTWIT"
"1007406","AlexandreDemeu2","PTWIT"
"3207406","CharlesPrats","PTWIT"
"1806501","DinouCourleciel","PTWIT"
"1008701","E_Faucon_LO","PTWIT"
"3508703","NazihSaboune","PTWIT"
"1506801","pm2017dp68","PTWIT"
"1806801","LaureGisie","PTWIT"
"1006804","Sense_Aime","PTWIT"
"3909201","GaelQuirante","PTWIT"
"3909201","AllGaelQuirante","OTWIT_TYPE_2"
"1009210","laurence_viguie","PTWIT"
"1009210","Laurenc54396663","OTWIT2"
"1809210","PA_alexis_E","PTWIT"
"1809211","Do_Broussaudier","PTWIT"
"3909211","ChiarelliXavier","PTWIT"
"1509213","GautreletJ","PTWIT"
"1809213","DavidBENOIST92","PTWIT"
"1509202","HadrienLaurent","PTWIT"
"1809202","PA_emilia_D","PTWIT"
"1009204","Laurent_Stru","PTWIT"
"1809204","GuilhemSaiz","PTWIT"
"3919204","EisenbergMathi1","PTWIT"
"1709205","fabrice92600","PTWIT"
"1709205","Municipalasnie1","OTWIT_TYPE_2"
"1809205","CyrilCrosnier","PTWIT"
"3509206","Adamsfrt11","PTWIT"
"1709208","opittoni","PTWIT"
"1809208","LauLABBE","PTWIT"
"2103402","benali_gma","PTWIT"
"2603402","MRessiguier","GOVTWIT"
"1803404","SebGiaiGianetto","PTWIT"
"1803407","MeMagaliRichaud","PTWIT"
"1003408","ThomasGARNIER7","PTWIT"
"3503408","stan_thiry","PTWIT"
"1003409","MauriceChaynes","PTWIT"
"1003501","HamonValrie1","PTWIT"
"1803501","gbgwenola135","PTWIT"
"1803502","victormarionPA","PTWIT"
"1803503","CelineBretel","PTWIT"
"1003504","s_chirazi","PTWIT"
"1803508","Guillau25504999","PTWIT"
"1003702","annebrunet037","OTWIT_TYPE_2"
"1803704","JacquesMasset2","PTWIT"
"1803705","EmilienDeTours","PTWIT"
"1703801","bruno_lafeuille","PTWIT"
"1803801","AgnesePignataro","OTWIT_TYPE_4"
"1003802","ChantalGomezLO","PTWIT"
"1003802","chantalgomez38","OTWIT_TYPE_2"
"1803802","david_olivier_","PTWIT"
"2403802","JeromeRubes","PTWIT"
"1003803","CatherineBrunLO","OTWIT_TYPE_2"
"1803803","SandraKrief","PTWIT"
"1703805","KolmakovaAnna1","PTWIT"
"1703902","NDesseigne","PTWIT"
"1503903","RimElMezoughi","OTWIT_TYPE_2"
"1097401","martha97440","PTWIT"
"1797402","MeraAlix","PTWIT"
"3797402","VincentDefaud","PTWIT"
"1097403","yvtebo","PTWIT"
"1797403","SandrineMoukine","PTWIT"
"1097405","payet_yves","PTWIT"
"2497405","dgauvin974","PTWIT"
"1097407","PayetJeanLuc1","PTWIT"
"1004201","R_Brossard_LO","OTWIT_TYPE_2"
"1504201","PFedinger","PTWIT"
"1504202","zahra_bencharif","PTWIT"
"1504202","BencharifZahra","OTWIT_TYPE_4"
"3614203","BessonLoire","PTWIT"
"1004204","CuadrosSauveur","PTWIT"
"1704401","LhommeauJean","PTWIT"
"1804401","PatardNicolas","PTWIT"
"1804401","DILL_44","OTWIT_TYPE_4"
"1004402","bazillenicolas1","OTWIT_TYPE_2"
"1804403","ophelie_gueguen","PTWIT"
"1004404","PellegriniStep2","PTWIT"
"1004404","StephPellegrini","OTWIT_TYPE_2"
"1804404","FredMesguich","PTWIT"
"1804406","KarineLetel44","PTWIT"
"1704407","GaelBourdeau","PTWIT"
"1004502","farida_megdoud","OTWIT_TYPE_2"
"1804502","AnaiiiisB","PTWIT"
"1004503","michel_naulin","PTWIT"
"1804506","raphael_legros","PTWIT"
"1804101","FabiennePomi","PTWIT"
"1004103","claude_lamy","PTWIT"
"1704103","I_Rabrault","PTWIT"
"1804601","SallinenF","PTWIT"
"1704701","aurices_benoit","OTWIT_TYPE_2"
"1804701","Srambourg","PTWIT"
"1804702","Mvendege","PTWIT"
"1504703","JVialettes","PTWIT"
"1504703","VialettesJ","OTWIT_TYPE_4"
"1804801","DorianBlayac1","PTWIT"
"1804901","SulyvanBenoit","PTWIT"
"1004902","Lebrun_Phil","PTWIT"
"1704905","frederic_guyard","PTWIT"
"1804905","herve_fusil","PTWIT"
"1704907","dantonlibre","PTWIT"
"1704907","respublicae49","OTWIT_TYPE_4"
"1805002","SPA_Animalia","PTWIT"
"1005003","DerreyLaurence","PTWIT"
"1005101","VincentVarlet1","OTWIT_TYPE_2"
"1005103","c_cormerais","OTWIT_TYPE_2"
"1705302","jeanbayledejess","PTWIT"
"1005401","c_nimsgern","PTWIT"
"1705405","paine_corinne","PTWIT"
"1705405","2022_paine","OTWIT_TYPE_2"
"1805405","ElisabethSchil8","PTWIT"
"1805406","xaviercoupaye","PTWIT"
"1005501","BlaiseTymen","OTWIT_TYPE_2"
"1705501","SylvieMariage","PTWIT"
"1005502","NordemannPierre","OTWIT_TYPE_2"
"1005601","peschanski","PTWIT"
"1005601","MarcPeschanski","OTWIT_TYPE_2"
"1705601","DavidCABASBZH","PTWIT"
"1005603","LepertJulie","OTWIT_TYPE_2"
"1705603","JulieCuciniello","PTWIT"
"1805603","CoudeCharlene","PTWIT"
"2505701","HadadiYoan","PTWIT"
"1005702","Mario__Rinaldi","OTWIT_TYPE_2"
"1005703","ehodara","OTWIT_TYPE_2"
"3505703","LeucartAC","PTWIT"
"3915703","gael_klement","PTWIT"
"1005704","BaudBerthier","PTWIT"
"1005705","MoselleSeb","OTWIT_TYPE_2"
"2505706","AnthonyThiel57","PTWIT"
"1005709","MaurhoferG","PTWIT"
"1505709","YRUTILI","PTWIT"
"1005802","Dominiq80507394","PTWIT"
"1705802","pascallepetit1","PTWIT"
"1805802","lodg_heloiz","PTWIT"
"1805910","RomainVanGansen","PTWIT"
"2205915","C_Landtsheere","PTWIT"
"2205915","Landtsheere2022","OTWIT_TYPE_2"
"1005916","EricPecqueurLO","PTWIT"
"1505916","DelphineZagacki","PTWIT"
"1505920","brunoduquesne1","PTWIT"
"1805920","Draven974","PTWIT"
"1005921","WeisshauptE","PTWIT"
"1005906","Fb69BARREZ","PTWIT"
"1005907","Schumitheway","PTWIT"
"3505907","nelwask","PTWIT"
"1805908","Christi29799269","PTWIT"
"1798802","veropgnd9802","OTWIT_TYPE_NA"
"1806001","LuCavelier","PTWIT"
"1806004","ThierryBedossa_","PTWIT"
"1806004","ThierryBedossa","OTWIT_TYPE_4"
"1706006","RogezVeronique","PTWIT"
"1806102","PatriciaAnsquer","OTWIT_TYPE_4"
"3516103","cleris_marc","PTWIT"
"1007501","BoulinierL","PTWIT"
"3207501","ManonChaumette","PTWIT"
"1807510","SimonNordmann","PTWIT"
"3207510","MyriamMuet","PTWIT"
"1007511","Vinciguerralau2","PTWIT"
"1807511","ValentineLbdt","PTWIT"
"1807512","jeanlucbattini","OTWIT_TYPE_4"
"1807512","jeanlucbattini1","OTWIT2"
"1807513","Muriel_FUSI","PTWIT"
"1007514","BourdyMarie","PTWIT"
"1807514","DordoigneSerge","PTWIT"
"4007514","ISABELLEMATHUR5","PTWIT"
"4007514","isamathuri","OTWIT_TYPE_4"
"4007514","IsabelleMathur4","OTWIT2"
"1807515","ApollineTyburzy","PTWIT"
"3507515","aragon_paris20","PTWIT"
"1807516","S_Coupel","PTWIT"
"1507517","FaillesBeatrice","PTWIT"
"1807517","pierre_sigler","PTWIT"
"1807502","DreyfussLevy","PTWIT"
"1807503","lolobababa","PTWIT"
"1807504","DayanaBonilla_","PTWIT"
"3517504","FrancineFreudb1","PTWIT"
"1007505","DabatMonique","PTWIT"
"1507505","meddah_assia","PTWIT"
"1807505","ballonjeanPA","PTWIT"
"3507505","ArnaudAbel","PTWIT"
"1807506","Romain_VDB_","PTWIT"
"1507507","flahautrodrigue","PTWIT"
"1807507","MoulinsThomPA","PTWIT"
"1807508","laurencevolbart","PTWIT"
"3507508","Adelhie","PTWIT"
"1807509","theresemiket","PTWIT"
"1806201","MichelWielgosz","PTWIT"
"2506201","michel_flahaut","PTWIT"
"1506211","MLegrand2017","OTWIT_TYPE_2"
"1806211","Leha_Caron","PTWIT"
"1506202","deLaGrangePhil2","PTWIT"
"1706202","VeroniqueLoir","PTWIT"
"1806205","Christo95029569","PTWIT"
"1006206","LaureBou","PTWIT"
"1506207","PhilippeVASSEUR","PTWIT"
"1806208","vandomme_laura","PTWIT"
"1898701","laurence_piercy","OTWIT_TYPE_2"
"1706302","romeocrepe","PTWIT"
"1506303","FlorenceLhermet","PTWIT"
"1506303","lhermet2022","OTWIT_TYPE_2"
"1706303","sophieschol","PTWIT"
"1506304","LaurentPradier2","PTWIT"
"1806305","Philippe_LEPONT","PTWIT"
"1806305","PhilippeLePont1","OTWIT_TYPE_4"
"1806402","TiphanieLaurent","PTWIT"
"1706403","LeRouxFranoise7","OTWIT_TYPE_2"
"1806404","PaulDarnet","OTWIT_TYPE_2"
"1006601","AdvenardPascale","PTWIT"
"1806601","65Vanessa","PTWIT"
"1806602","cyrilblanc30","PTWIT"
"1006901","JimBugni","PTWIT"
"1506901","GregoryDayme","PTWIT"
"1506901","gregory_dayme","OTWIT_TYPE_2"
"3506914","MKessi69","PTWIT"
"1006902","BridayDelphine","PTWIT"
"1806902","clairevelicita","PTWIT"
"2506902","PrietoPhilippe","PTWIT"
"1506903","JFAuzal","PTWIT"
"1006907","spreux_LO_vaulx","PTWIT"
"3606907","AnnaPAPA7e","PTWIT"
"1706909","MaguyGirerd","PTWIT"
"1706909","LAPASSENTIERE","OTWIT_TYPE_2"
"1707103","FranceRobert14","PTWIT"
"1707103","francerobert71","OTWIT_TYPE_2"
"3307201","YVESCORTES","PTWIT"
"1807204","DavidDalibert","PTWIT"
"1707205","BayleJesse","PTWIT"
"1807205","Rafysoyah","PTWIT"
"1007302","MRahalia","OTWIT_TYPE_2"
"1707302","CiceriMathieu","PTWIT"
"1707303","VincentThomazo","PTWIT"
"1707303","ThomazoV","OTWIT_TYPE_4"
"1007304","MarieDucruet_LO","PTWIT"
"1007710","CayardS","PTWIT"
"1707711","Evelyne_M_Gras","PTWIT"
"1807711","SylMorel_Lelu","PTWIT"
"1007703","CauterenCathy","PTWIT"
"4017703","AminaBacar2020","OTWIT_TYPE_2"
"4017703","BACARAMINA1","OTWIT2"
"1007705","pascal_quenot","PTWIT"
"1007705","pascalquenot","OTWIT2"
"1507705","judas_gurvan","PTWIT"
"1707706","ValSln77","PTWIT"
"1807706","cine_direction","PTWIT"
"1007707","Ajirf","PTWIT"
"1807707","LGuillard77","PTWIT"
"1807707","laetitiaAnimali","OTWIT_TYPE_2"
"1807708","Kmeillet","OTWIT_TYPE_2"
"1807709","L214Laurent","PTWIT"
"1007601","FoisseyV","PTWIT"
"1807601","pa_guesdon","PTWIT"
"1007602","jean_garault","PTWIT"
"3507602","JodyHorcholle","PTWIT"
"1007604","FredPodgu","PTWIT"
"1007605","SimonSulkowski","PTWIT"
"1807607","CanelBea","PTWIT"
"1007608","MagaliCauchois_","PTWIT"
"1807608","LegendreJoachim","PTWIT"
"1507609","BARONMickael","PTWIT"
"1707609","BucourtP","PTWIT"
"2107609","SKerbarh","GOVTWIT"
"1809301","J_Hirigoyen_","PTWIT"
"1009310","GaetanMinardi","PTWIT"
"1009310","MinardiGaetan","OTWIT2"
"1809310","LudwigMalard","PTWIT"
"2209311","TonKhul","PTWIT"
"3209311","LyndaAit16","PTWIT"
"3509311","fabricescagni","PTWIT"
"1009312","amalaissaoui75","PTWIT"
"1809312","MalikHouha","PTWIT"
"1009302","renaud_agnes","OTWIT_TYPE_2"
"3509302","brahimchikhi5","PTWIT"
"1009305","FegerRodolphe","OTWIT_TYPE_2"
"1809305","geoffroy_gd","PTWIT"
"3709305","GillesSauliere","PTWIT"
"1009306","n_arthaud","OTWIT_TYPE_2"
"1509306","Soumia_Achfaa","PTWIT"
"1009307","AurelieJochaud","OTWIT_TYPE_2"
"1809307","dehay_catherine","PTWIT"
"2509307","ChoukriYonis","PTWIT"
"1009308","tobeilem","PTWIT"
"1009308","lo_tobeilem","OTWIT_TYPE_2"
"1809308","FOURNIERCorinn_","OTWIT_TYPE_2"
"3909308","FournierJeanch1","PTWIT"
"1809309","CaroleFitoussi1","PTWIT"
"3209309","HPetrzljan","PTWIT"
"3209309","HelenaSPECQUE","OTWIT_TYPE_4"
"1708001","Nboxoen","PTWIT"
"1808001","Th_v_d_p","PTWIT"
"3508001","pascalfradcourt","PTWIT"
"1808003","FredDevauxPA","PTWIT"
"1808005","GrebilClaude","PTWIT"
"2108101","RicciJohann","PTWIT"
"1808103","balestan","PTWIT"
"1009001","Christiane902","PTWIT"
"1809001","agnes_fillon","PTWIT"
"1009401","patel_almash","PTWIT"
"1809401","p_robin_pa","PTWIT"
"1009410","lichtenauerchr1","PTWIT"
"1809410","cesarcourant","OTWIT_TYPE_4"
"1809411","Jocelyn_Pierre_","PTWIT"
"1009402","JosefaT070364","PTWIT"
"1509402","ColineLardeux","PTWIT"
"1809402","SuinCeline","PTWIT"
"1709403","mariefrancois94","OTWIT_TYPE_2"
"1809403","TomBryChevalier","OTWIT_TYPE_2"
"1009404","BrigitLO","PTWIT"
"1809404","Isabelle_Yvos","PTWIT"
"1809405","DuboucherF","PTWIT"
"1009406","HunautVeronique","OTWIT_TYPE_2"
"1509406","L_A_Alonso","PTWIT"
"1809406","xaviercornet13","PTWIT"
"1009408","AmandineCheyns","PTWIT"
"1709501","Lessaint_Lionel","PTWIT"
"1709501","LessaintLionel","OTWIT_TYPE_2"
"3509510","PatriciaFidi","PTWIT"
"1009502","EricCASSAN","PTWIT"
"1709502","chikhane_lydie","PTWIT"
"1809504","CindyTucci95","PTWIT"
"1009505","DomMariette","PTWIT"
"1009505","MarietteArgente","OTWIT_TYPE_4"
"1009505","MARIETTEDomini5","OTWIT2"
"1809505","MathildeSapin95","PTWIT"
"1809506","Ph_Demarquez","PTWIT"
"1009507","Valerievrsuarez","PTWIT"
"1509509","sympson_ndala","PTWIT"
"1809509","ItimYoucef","PTWIT"
"1809509","YoucefTwitt","OTWIT_TYPE_4"
"3509509","AslemHitache","PTWIT"
"1708301","Duponchel2022","OTWIT_TYPE_2"
"1708305","BrigitteSERT83","PTWIT"
"1708305","AuloyB","OTWIT_TYPE_4"
"1708306","lopezchantalDlf","PTWIT"
"1808307","LouisMo91271346","PTWIT"
"1808401","schmiddenis1","PTWIT"
"1808402","Judilex1","PTWIT"
"1708403","laurent84200","PTWIT"
"1808403","patricia_rogier","PTWIT"
"1808405","jppcg","PTWIT"
"3508502","PLoiseau85","GOVTWIT"
"3508502","PLoiseau2022","OTWIT_TYPE_NA"
"1708503","GuenoleArmelle","PTWIT"
"1708503","ArmelleGuenole","OTWIT_TYPE_4"
"1708504","amine_umlil","PTWIT"
"1808505","debout_benjamin","PTWIT"
"1708802","pj_robinot","PTWIT"
"1808804","tgmm88","PTWIT"
"1808901","GuyotElsa89","PTWIT"
"1808902","Patrice89210","PTWIT"
"1807810","BogaersSylvie","OTWIT_TYPE_4"
"1007811","patrick_planque","PTWIT"
"1707811","OlivierGallant3","PTWIT"
"1807811","PA_Chris_Aubin","PTWIT"
"3707811","LucTramoni","PTWIT"
"1007812","JPierre_Mercier","PTWIT"
"1807812","Parama87","PTWIT"
"1707803","alyse_as","PTWIT"
"1807803","yocalisha","PTWIT"
"1807804","C_Richard_D","PTWIT"
"1807805","JeanLucDene","PTWIT"
"3607805","KeraudrenA","PTWIT"
"1807806","luc_suze","OTWIT_TYPE_4"
"1807808","WildSpig","PTWIT"
"1400101","julien_bellon","PTWIT"
"1400101","JulienBellon_Of","OTWIT_TYPE_2"
"1400102","ACosta2022_Off","OTWIT_TYPE_2"
"1400201","BenjaminCauchy","OTWIT_TYPE_2"
"1400202","AmewouiC","OTWIT_TYPE_2"
"1400205","FloreTrib","PTWIT"
"1400303","SophieLacour03","PTWIT"
"1400303","LacourSophie03","OTWIT_TYPE_2"
"1400402","CadenelMyriam","OTWIT_TYPE_2"
"1400501","hours_2022","OTWIT_TYPE_2"
"1400502","margotplissier","OTWIT_TYPE_2"
"1400701","flachelisabeth1","OTWIT_TYPE_2"
"1400702","PhilippeBory","OTWIT_TYPE_2"
"1400703","GandonGerald","OTWIT_TYPE_2"
"1400802","Mamoune08","PTWIT"
"1400803","BrunoNorthCNIP","PTWIT"
"1400901","FranoisJossine1","OTWIT_TYPE_2"
"1400902","a_t_alexandra","OTWIT_TYPE_2"
"1401003","celineelps","OTWIT_TYPE_2"
"1401101","RoulliauxA","PTWIT"
"1401102","DARAUDJF","PTWIT"
"1401103","DucomValerie","PTWIT"
"1401201","godefroy_bes","PTWIT"
"1401202","D_DUVAL12","OTWIT_TYPE_2"
"1401203","LysianeTendil","OTWIT_TYPE_2"
"1401304","RastitSandrine","PTWIT"
"1401307","Lorenzo_Longo_","PTWIT"
"1401401","AnneLChahine","PTWIT"
"1401402","ECaillemer","PTWIT"
"1401403","EdouardFauvage","OTWIT_TYPE_NA"
"1401404","Flodeauv","PTWIT"
"1401405","PhilippeMESG","OTWIT_TYPE_2"
"1401501","de_balincourt","OTWIT_TYPE_2"
"1401502","ACheyrol","OTWIT_TYPE_2"
"1401601","DominiquedeL16","OTWIT_TYPE_2"
"1401602","daphnegrx","PTWIT"
"1401603","AuroreClisson","OTWIT_TYPE_2"
"1401701","NicolasFR_17","OTWIT_TYPE_2"
"1401703","PineauMaurice","PTWIT"
"1401801","ALBernelle","OTWIT_TYPE_2"
"1401802","mathilde_patte","PTWIT"
"1401803","MarteelN","OTWIT_TYPE_2"
"1401901","oguinena","OTWIT_TYPE_2"
"1401902","DSantosCamille","OTWIT_TYPE_2"
"1402001","QuintelaDavid1","PTWIT"
"1402002","Battistini2A02","PTWIT"
"1402102","FGaillard21","PTWIT"
"1402103","LacroixSamper","OTWIT_TYPE_2"
"1402202","eugeniecrkt","OTWIT_TYPE_2"
"1402203","mplecat22","PTWIT"
"1402205","B_GERMAIN22","OTWIT_TYPE_2"
"1402301","GiroixGreg","OTWIT_TYPE_2"
"1402404","al_maleyre","PTWIT"
"1402501","FabriceGalpin25","OTWIT_TYPE_2"
"1402503","RTaponnot","PTWIT"
"1402504","VourronP","PTWIT"
"1402601","Vincent47019769","PTWIT"
"1402604","VernyGenevieve","OTWIT_TYPE_2"
"1402703","rouvierRBM13","PTWIT"
"1402703","CathRouvier","OTWIT_TYPE_4"
"1402801","Cyril_H_CVDL","OTWIT_TYPE_1"
"1402802","eure_d","OTWIT_TYPE_2"
"1402803","EricLaqua","PTWIT"
"1402901","29FranceHERMAN","OTWIT_TYPE_2"
"1402902","E_Louvel","PTWIT"
"1402903","LeMoignPatricia","OTWIT_TYPE_2"
"1402904","jerome_bergami","PTWIT"
"1402905","hubert2911","OTWIT_TYPE_2"
"1402906","BroustautSophie","OTWIT_TYPE_2"
"1402907","LericheY","OTWIT_TYPE_2"
